text,aspect_term,from,to,polarity
"He not only makes his own homemade mozzarella, but every pie is ultra fresh.",pie,57,60,1
Fish was overdone.,Fish,0,4,-1
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",main dining room,29,45,1
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",ceiling,90,97,1
We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,menu selections,81,96,1
We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,service,101,108,1
also make sure you pay attention to the music being piped in - quite a weird selection.,music,40,45,0
The establishment scores big points in presentation and style.,establishment,4,17,1
Good food.,food,5,9,1
"The wait staff is very friendly, if not overly efficient.",wait staff,4,14,1
The dim sum however was very good.,dim sum,4,11,1
Service has always been friendly and efficient.,Service,0,7,1
Went there and had a combination of different seafood dishes and appetizers.,seafood dishes,46,60,0
Went there and had a combination of different seafood dishes and appetizers.,appetizers,65,75,0
Its a great place for a casual date or to entertain clients for lunch.,lunch,64,69,0
All we received was an apology as we left to see our show without dinner.,dinner,66,72,0
The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,bottle of wine,84,98,0
The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,grapes,45,51,0
Prices are very good.,Prices,0,6,1
"We could not catch our waiter's eye, and he ignored us.",waiter,23,29,-1
Plain and simple it's bad thai food.,thai food,26,35,-1
Usually 3 vs. 4 items per dish.,dish,26,30,0
"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",burger,41,47,1
"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",pastas,61,67,1
"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",food,74,78,0
"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",staples,14,21,1
"The Dim Sum was so-so, but not spectacular.",Dim Sum,4,11,0
The food was so-so.,food,4,8,0
"The waitress, seems to be more concerned of looking good than actually waitressing.",waitress,4,12,-1
"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.",seating,52,59,1
"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.",bar,90,93,1
"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.",place,4,9,1
Threw my fiance's surprise 30th birthday dinner here couldn't be happier.,dinner,41,47,0
Food-awesome.,Food,0,4,1
"good music, great food, speedy service affordable prices.",music,5,10,1
"good music, great food, speedy service affordable prices.",food,18,22,1
"good music, great food, speedy service affordable prices.",service,31,38,1
"good music, great food, speedy service affordable prices.",prices,50,56,1
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,price,94,99,-1
"May, the owner always has a smile on her and will warmly greet you.",owner,9,14,1
The sides were ok and incredibly salty.,sides,4,9,-1
"For some reason, all the seafood on the menu was unavailable except for the Salmon.",seafood,25,32,-1
"For some reason, all the seafood on the menu was unavailable except for the Salmon.",menu,40,44,-1
"For some reason, all the seafood on the menu was unavailable except for the Salmon.",Salmon,76,82,0
"The beverages were excellent, and the dessert was good.",beverages,4,13,1
"The beverages were excellent, and the dessert was good.",dessert,38,45,1
The hostess and the waitress were incredibly rude and did everything they could to rush us out.,hostess,4,11,-1
The hostess and the waitress were incredibly rude and did everything they could to rush us out.,waitress,20,28,-1
"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",Asian appetizers,74,90,1
"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",drinks,95,101,1
"Please if your thinking about it go, and stay the wait you won't be disappointed.",wait,50,54,-1
I must say the view of NYC is so beautiful!,view,15,19,1
"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.",meal,35,39,1
"When going out for a nice dinner, I like a nice ambiance as well as very good food.",dinner,26,32,1
"When going out for a nice dinner, I like a nice ambiance as well as very good food.",ambiance,48,56,1
"When going out for a nice dinner, I like a nice ambiance as well as very good food.",food,78,82,1
"Otherwise, this place has great service and prices and a nice friendly atmosphere.",service,32,39,1
"Otherwise, this place has great service and prices and a nice friendly atmosphere.",prices,44,50,1
"Otherwise, this place has great service and prices and a nice friendly atmosphere.",atmosphere,71,81,1
Highly recommend this as great value for excellent sushi and service.,sushi,51,56,1
Highly recommend this as great value for excellent sushi and service.,service,61,68,1
Highly recommend this as great value for excellent sushi and service.,value,31,36,1
This place would be so much better served by being run by a group that actually understands customer service.,service,101,108,-1
This place would be so much better served by being run by a group that actually understands customer service.,served,35,41,-1
A++   The service was good to excellent along with the attitude.,service,10,17,1
A++   The service was good to excellent along with the attitude.,attitude,55,63,1
The food is awesome - definitely try the striped bass.,food,4,8,1
The food is awesome - definitely try the striped bass.,striped bass,41,53,1
"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.",corriander,136,146,0
black white shakes came out good also.,black white shakes,0,18,1
It's simply the best meal in NYC.,meal,21,25,1
After passing by this restaurant for sometime I finally decided to go in and have dinner.,dinner,82,88,0
"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.",seating,4,11,-1
I ordered the chu chu curry and my friend ordered the pad thai chicken.,chu chu curry,14,27,0
I ordered the chu chu curry and my friend ordered the pad thai chicken.,pad thai chicken,54,70,0
We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,food,63,67,0
We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,prix fixe,25,34,0
"However, they've got the most amazing pastrami and the soups hit the spot.",pastrami,38,46,1
"However, they've got the most amazing pastrami and the soups hit the spot.",soups,55,60,1
Great bagels made the old-fashioned way.,bagels,6,12,1
"This is some really good, inexpensive sushi.",sushi,38,43,1
"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",bagel with lox spread,38,59,1
"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",bagles,73,79,1
"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.",food,46,50,-1
"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.",quality of food,80,95,-1
For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,lobby area,53,63,-1
For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,seated,156,162,-1
The pizza is delicious and the proprietor is one of the nicest in NYC.,pizza,4,9,1
The pizza is delicious and the proprietor is one of the nicest in NYC.,proprietor,31,41,1
"Also good for client lunch meetings, esp.",lunch meetings,21,35,0
"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",decor,4,9,1
"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",prices,104,110,1
"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",food's presentation,48,67,1
The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,Waitstaff,4,13,1
The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,swordfish,43,52,1
The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,meal,83,87,1
The setting is casual and romantic.,setting,4,11,1
"Terrible, terrible management - deserves to be shut-down.",management,19,29,-1
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",service,15,22,1
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",seating,29,36,1
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",Delivery,43,51,1
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",sushi,63,68,1
The desserts are more appealing then stuffy overpriced French restaurants.,desserts,4,12,1
"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...",Italian food,4,16,1
"I found the food to be outstanding, particulary the salmon dish I had.",food,12,16,1
"I found the food to be outstanding, particulary the salmon dish I had.",salmon dish,52,63,1
Mizu is home to creative and unique rolls not to found anywhere else.,rolls,36,41,1
Baluchi's has solid food and a nice decor at reasonable prices.,food,20,24,1
Baluchi's has solid food and a nice decor at reasonable prices.,decor,36,41,1
Baluchi's has solid food and a nice decor at reasonable prices.,prices,56,62,1
"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.",owner,12,17,1
I have been to spice three times- twice during lunch and once at dinner.,lunch,47,52,0
I have been to spice three times- twice during lunch and once at dinner.,dinner,65,71,0
"Moules were excellent, lobster ravioli was VERY salty!",Moules,0,6,1
"Moules were excellent, lobster ravioli was VERY salty!",lobster ravioli,23,38,-1
"A cheap eat for NYC, but not for dosa.",dosa,33,37,-1
"A cheap eat for NYC, but not for dosa.",eat,8,11,1
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,atmosphere,4,14,-1
"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",seafood,4,11,1
"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",wine list,39,48,1
"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",menu,72,76,1
i don't usually order wine with indian so i can't comment on their wine list or their wines.,wine,22,26,0
i don't usually order wine with indian so i can't comment on their wine list or their wines.,indian,32,38,0
i don't usually order wine with indian so i can't comment on their wine list or their wines.,wine list,67,76,0
i don't usually order wine with indian so i can't comment on their wine list or their wines.,wines,86,91,0
Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,Pastrami or corned beef,0,23,1
Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,rye bread,64,73,1
"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",glasses of champagne,12,32,-1
"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",bottle of wine,52,66,-1
"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",after dinner drinks,73,92,-1
"Really though, where's the seasoning?",seasoning,27,36,-1
"The food was just OK, at least for what food was available.",food,4,8,0
"The food was just OK, at least for what food was available.",food,40,44,-1
The waitress was very patient with us and the food is phenomenal!,waitress,4,12,1
The waitress was very patient with us and the food is phenomenal!,food,46,50,1
"The ambience was nice, but service wasn't so great.",ambience,4,12,1
"The ambience was nice, but service wasn't so great.",service,27,34,-1
"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",wine list,6,15,1
"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",staff,31,36,1
"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",owners,47,53,1
"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",menu,88,92,1
The people that work there are always so friendly you forget you are in New York sometimes.,people,4,10,1
"We didn't even see a menu, as our waiter described both the specials and the main dishes.",menu,21,25,0
"We didn't even see a menu, as our waiter described both the specials and the main dishes.",main dishes,77,88,0
"We didn't even see a menu, as our waiter described both the specials and the main dishes.",waiter,34,40,1
"We didn't even see a menu, as our waiter described both the specials and the main dishes.",specials,60,68,0
The location and ambience is Ok but the food is what makes up for it.,location,4,12,0
The location and ambience is Ok but the food is what makes up for it.,ambience,17,25,0
The location and ambience is Ok but the food is what makes up for it.,food,40,44,1
"otherwise, good stuff for late nite eats.",stuff,16,21,1
"otherwise, good stuff for late nite eats.",eats,36,40,1
"The dinner was ok, nothing I would have again.",dinner,4,10,-1
I love and I know gourmet food by excellence!,gourmet food,18,30,1
"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",bruschetta,73,83,1
"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",panini,85,91,1
"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",dishes,96,102,1
"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",menu,134,138,0
He offers subpar service and has no personality.,service,17,24,-1
"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",waitress,4,12,1
"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",fried mini buns with the condensed milk and the assorted fruits on beancurd,92,167,1
Diner food at bistro prices is a bummer....,food,6,10,-1
Diner food at bistro prices is a bummer....,prices,21,27,-1
"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.",food,32,36,1
The portions are large and the servers always surprise us with a different starter.,portions,4,12,1
The portions are large and the servers always surprise us with a different starter.,servers,31,38,1
The portions are large and the servers always surprise us with a different starter.,starter,75,82,1
"delicious bagels, especially when right out of the oven.",bagels,10,16,1
All the food was hot tasty.,food,8,12,1
This is one great place to eat pizza more out but not a good place for take-out pizza.,pizza,31,36,1
This is one great place to eat pizza more out but not a good place for take-out pizza.,take-out pizza,71,85,-1
Our server was very helpful and friendly.,server,4,10,1
Try green curry with vegetables.,green curry with vegetables,4,31,1
"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",place,19,24,-1
"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",door,49,53,0
Much more reasonably priced too!,priced,21,27,1
"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",food,4,8,-1
"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",portioins,33,42,-1
Why make a reservation if you aren't going to keep it?,reservation,11,22,-1
"The Pad Thai is excellent here, as well.",Pad Thai,4,12,1
I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,lunch specials,19,33,-1
"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",place,37,42,1
"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",pizzas,93,99,1
"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",food,4,8,0
We had the pot-stickers which were great and a tempura dish that was great.,pot-stickers,11,23,1
We had the pot-stickers which were great and a tempura dish that was great.,tempura dish,47,59,1
I think the stuff was better than Disney.,stuff,12,17,1
"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",food,97,101,-1
"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",atmosphere,154,164,1
"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",entree range,14,26,1
"Orsay, is without a doubt one of the best values for authentic French food in NYC.",French food,63,74,1
"Well, their deliveries take for ever and the food is usually cold.",deliveries,12,22,-1
"Well, their deliveries take for ever and the food is usually cold.",food,45,49,-1
The staff is no nonsense.,staff,4,9,1
And really large portions.,portions,17,25,1
This is a great Thai restaurant with a very friendly staff.,staff,53,58,1
I ordered the smoked salmon and roe appetizer and it was off flavor.,smoked salmon and roe appetizer,14,45,-1
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",lunch,17,22,0
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",food,100,104,1
"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",garlic shrimp,16,29,1
"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",lamb,63,67,1
"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",okra (bindi),31,43,1
"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",waiter,68,74,0
"The menu was impressive with selections ranging from a burger, to steak, to escargot.",menu,4,8,1
"The menu was impressive with selections ranging from a burger, to steak, to escargot.",burger,55,61,0
"The menu was impressive with selections ranging from a burger, to steak, to escargot.",steak,66,71,0
"The menu was impressive with selections ranging from a burger, to steak, to escargot.",escargot,76,84,0
"In fact, two people could really share one plate.",plate,43,48,1
The food is great and authentic.,food,4,8,1
Good for casual dinner with jeans and sneakers.,casual dinner,9,22,1
"Anyway, the food is good, the price is right and they have a decent wine list.",food,12,16,1
"Anyway, the food is good, the price is right and they have a decent wine list.",price,30,35,1
"Anyway, the food is good, the price is right and they have a decent wine list.",wine list,68,77,1
Prices are higher to dine in and their chicken tikka marsala is quite good.,Prices,0,6,-1
Prices are higher to dine in and their chicken tikka marsala is quite good.,chicken tikka marsala,39,60,1
This place has many different styles of pizza and they are all amazing.,styles of pizza,30,45,1
The photos of the restaurant in its web site are way better than the real look.,look,74,78,-1
The food was lousy - too sweet or too salty and the portions tiny.,food,4,8,-1
The food was lousy - too sweet or too salty and the portions tiny.,portions,52,60,-1
But the coconut rice was good.,coconut rice,8,20,1
It took them 25 minutes to bring our appetizer.,appetizer,37,46,0
The food was great.,food,4,8,1
Pair you food with the excellent beers on tap or their well priced wine list.,food,9,13,0
Pair you food with the excellent beers on tap or their well priced wine list.,beers on tap,33,45,1
Pair you food with the excellent beers on tap or their well priced wine list.,wine list,67,76,1
Pair you food with the excellent beers on tap or their well priced wine list.,priced,60,66,1
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,music,17,22,-1
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,bottle minimun,105,119,-1
All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,food,37,41,1
Metrazur has a beautiful spot overlooking the main terminal.,spot,25,29,1
Friendly staff that actually lets you enjoy your meal and the company you're with.,staff,9,14,1
Friendly staff that actually lets you enjoy your meal and the company you're with.,meal,49,53,1
The restaurant is rather small but we were lucky to get a table quickly.,table,58,63,1
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",Quality of food,0,15,1
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",price,33,38,1
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",pork,58,62,1
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",fish,64,68,1
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",chicken,70,77,1
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",lamb,79,83,1
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",vegetables,88,98,1
"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",seating,51,58,-1
"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",place,4,9,-1
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,appetizing,4,14,1
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,price,87,92,1
"But, they were too big for the bun.",bun,31,34,0
"The food is fresh, delicious, and reasonably priced.",food,4,8,1
"The food is fresh, delicious, and reasonably priced.",priced,45,51,1
Raga stands out with an interesting fusion of French and Indian cooking.,fusion of French and Indian cooking,36,71,1
"A few tips: skip the turnip cake, roast pork buns and egg custards.",turnip cake,21,32,-1
"A few tips: skip the turnip cake, roast pork buns and egg custards.",roast pork buns,34,49,-1
"A few tips: skip the turnip cake, roast pork buns and egg custards.",egg custards,54,66,-1
The bagels are fabulous.,bagels,4,10,1
"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",seating in the garden,54,75,0
"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",seats,96,101,0
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,service,77,84,1
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,place,123,128,1
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,water,42,47,0
"The food was very good, a great deal, and the place its self was great.",food,4,8,1
"The food was very good, a great deal, and the place its self was great.",place,46,51,1
The food options rule.,food options,4,16,1
A great choice at any cost and a great deal.,cost,22,26,1
"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",pre-theatre 3-course dinner,43,70,0
"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",wine flight,76,87,0
"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",lunch,25,30,0
"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",dinner,56,62,0
"Their calzones are horrific, bad, vomit-inducing, YUCK.",calzones,6,14,-1
It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,drink,26,31,0
The place itself is beautiful the bar scene seems to be happening.,place,4,9,1
The place itself is beautiful the bar scene seems to be happening.,bar scene,34,43,1
"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",staff,80,85,1
"Good spreads, great beverage selections and bagels really tasty.",spreads,5,12,1
"Good spreads, great beverage selections and bagels really tasty.",beverage selections,20,39,1
"Good spreads, great beverage selections and bagels really tasty.",bagels,44,50,1
"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",waiter,11,17,-1
"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",specials,63,71,1
"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",served,22,28,-1
"Also, top the meal with a delicious and perfect slice of tiramisu.",tiramisu,57,65,1
"Also, top the meal with a delicious and perfect slice of tiramisu.",meal,14,18,0
Check out the secret back room.,secret back room,14,30,1
"It's also attached to Angel's Share, which is a cool, more romantic bar...",bar,68,71,1
"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",food,10,14,1
"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",service,34,41,1
Stick to the gulab jamun.,gulab jamun,13,24,1
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",prices,113,119,1
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",atmosphere,127,137,1
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",service,144,151,1
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",wine list,168,177,1
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,diner,28,33,0
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,wait staff,61,71,-1
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,table,41,46,-1
With the theater 2 blocks away we had a delicious meal in a beautiful room.,meal,50,54,1
With the theater 2 blocks away we had a delicious meal in a beautiful room.,room,70,74,1
"We've only eaten in the restaurant once, but we have ordered many times for dinner.",dinner,76,82,0
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,pig feet ginger simmered in black vinegar,172,213,1
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,desserts with frog jelly,118,142,1
The food is great and reasonably priced.,food,4,8,1
The food is great and reasonably priced.,priced,33,39,1
I would definitely recommend SEA if you like thai cuisine!,thai cuisine,45,57,1
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",crew,43,47,1
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",host,19,23,1
"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",round tables,62,74,1
"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",Taiwanese,141,150,1
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",french fries,103,115,1
"It is the type of place to run into old friends and have a late, raucus dinner.",dinner,72,78,1
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food,4,8,1
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",dishes,72,78,1
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",specials,33,41,1
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",regular menu-fare,49,66,1
Prices are in line.,Prices,0,6,0
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",fresh tomato sauce,19,37,1
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",fresh mozz cheese,39,56,1
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",basil,58,63,1
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",dough,72,77,1
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",pizza,141,146,1
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",flour,102,107,1
The food is prepared quickly and efficiently.,food,4,8,1
"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",Indian food,22,33,1
"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",Paneer Roll,43,54,1
The food looked very appetizing and delicious since it came on a variety of fancy plates.,food,4,8,1
The food looked very appetizing and delicious since it came on a variety of fancy plates.,plates,82,88,1
Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,fresh mozzerella slices,9,32,1
Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,Plain Cheese slice,41,59,1
"The food is terrible and overall, I would have to say avoid at all costs.",food,4,8,-1
"Unfortunately, the food was NOT something to get worked up about.",food,19,23,-1
"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",food,114,118,1
I had Filet Mignon with garlic mash.,Filet Mignon with garlic mash,6,35,0
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",pre-theater menu,39,55,1
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",roasted tomato soup with chevre,68,99,1
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",steak frites,101,113,1
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",creme brulee,115,127,1
"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",waitstaff,4,13,1
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",bread,6,11,1
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",pizza,74,79,1
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",margarite pizza with cold prosciutto and baby arugula on top,220,280,0
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",salad,289,294,0
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",Peter's Favourite pizza with prosciutto and baby arugula,149,205,0
