text,aspect_term,from,to,polarity
"But, for the cost this is a winner.",cost,13,17,1
Later it held zero charge and its replacement worked for less than three months.,charge,19,25,-1
"  Also, the battery does not last very long at all.",battery,12,19,-1
"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",software,93,101,-1
I looked around and based off my price/features comparison from a brand I trusted I landed here.,price,33,38,0
I looked around and based off my price/features comparison from a brand I trusted I landed here.,features,39,47,0
  I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,services,44,52,-1
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,performance,7,18,1
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,speed,84,89,1
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,use,40,43,1
Unless you need the Bluetooth 3.,Bluetooth 3,20,31,0
I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,warrenty,104,112,-1
I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,fan blade,122,131,-1
"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.",internet connection,59,78,-1
Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,external harddrives,40,59,-1
I don't understand why only Windows 7 Starter is included.,Windows 7 Starter,28,45,-1
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",functionality,36,49,1
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",value,54,59,1
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",simplicity,144,154,1
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",look,88,92,1
My macbook is so much better looking and so thin!,looking,29,36,1
The ease of use is wonderful.,use,12,15,1
This system came loaded with Windows 7 Starter.,Windows 7 Starter,29,46,0
"-When battery life went to 4 hours or less, took it to the MacHouse Amsterdam for repair (26th of August).",battery life,6,18,-1
The battery gets so HOT it is scary.,battery,4,11,-1
Best thing is I can use existing 32 bit old programs.,programs,44,52,1
It's so nice to look at and the keys are easy to type with.,keys,32,36,1
It's so nice to look at and the keys are easy to type with.,look,16,20,1
I am forever changed and will no longer buy a Windows based machine for personal use.,Windows,46,53,-1
The only thing I would change about it is the mouse keys.,mouse keys,46,56,-1
"It is absolutely horrible to use, despite all its so called advanced features.",features,69,77,-1
"It is absolutely horrible to use, despite all its so called advanced features.",use,29,32,-1
"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.",drivers,72,79,0
"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.",Windows 7 Ultimate,24,42,0
I have to keep turning it until it decides to lower and there is no mute.,mute,68,72,-1
It's still beautiful and has better color reproduction than I could ever expect from a notebook.,color reproduction,36,54,1
After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,warranty,86,94,0
He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,use,30,33,1
"u can do what u want in just few seconds, even to start up your computer takes few seconds.",start up,50,58,1
"Also, macbooks come with much more features which are so cool!",features,35,43,1
They sent out a Sony 'Certified' technician.,Sony 'Certified' technician,16,43,0
They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.,proprietary software,30,50,1
Getting the Apple Care plan is a must.,Apple Care plan,12,27,1
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,cd drive,130,138,0
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,video games,107,118,0
"I am constantly trying to uninstall programs, clean cookies, and delete unused files.",programs,36,44,0
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",processor,25,34,1
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",memory,41,47,1
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",hard drive,62,72,1
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",web cam,117,124,1
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",screen,132,138,1
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",features,155,163,1
The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,battery,25,32,-1
The graphics on this computer are also stellar - very clear and vivid.,graphics,4,12,1
"Aside from the trial software and the short battery life, lack of a webcam, its great.",trial software,15,29,-1
"Aside from the trial software and the short battery life, lack of a webcam, its great.",battery life,44,56,-1
"Aside from the trial software and the short battery life, lack of a webcam, its great.",webcam,68,74,-1
"As a die-hard Windows enthusiast, I shunned the idea of a Mac until this point.",Windows,14,21,1
I think that if it is the motherboard again so soon that they should replace it.,motherboard,26,37,-1
"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",programs,87,95,1
"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",loads,13,18,1
"Graphics are clean and sharp, internet interfaces are seamless.",Graphics,0,8,1
"Graphics are clean and sharp, internet interfaces are seamless.",internet interfaces,30,49,1
"The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!",black keyboard,10,24,-1
Sony parts reliability and quality of service is recenlty the worst.,service,38,45,-1
"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",software options,38,54,-1
"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",applications,103,115,-1
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",features,31,39,0
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",functioning,48,59,0
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",programs,150,158,0
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",Office,4,10,1
It just works flawlessly!,works,8,13,1
"Do you think I purposely ""destroy"" my netbook, so that I can demand a new set? Do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? Or rather NO solution.",service center,145,159,-1
I'm having the laptop returned unrepaired since paying $176 every 3  months just isn't worth it (that's about how long the port seems to  last).,port,123,127,-1
  also the battery is completely shot.,battery,11,18,-1
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,cooling system,10,24,1
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,grafics card,38,50,1
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,LED backlit screen,73,91,1
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,8GB RAM,64,71,1
The biggest problem is that the box had no instructions in it.,instructions,43,55,-1
"But after using it a couple of weeks, the overall operation is poor.",operation,50,59,-1
"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",value,55,60,1
"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",built,67,72,1
"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",works,77,82,1
Screen is crystal clear and the system is very responsive.,Screen,0,6,1
Screen is crystal clear and the system is very responsive.,system,32,38,1
Or the cursor would show up some place else.,cursor,7,13,-1
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,software,54,62,0
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,operate,14,21,1
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,gadgets,67,74,0
"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",Windows,34,41,-1
"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",hard drive,89,99,-1
"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",disk image,72,82,-1
"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",track pad,4,13,1
"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",track pad,148,157,1
"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",disc drive,44,54,-1
"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",drive,167,172,-1
"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",drive,242,247,0
"First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.",Appleworks,66,76,-1
"First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.",word processing program,32,55,-1
I already have a HP laptop I bought last year that's standard size.,size,62,66,0
Battery is not upgradable to a longer life battery.,Battery,0,7,-1
Battery is not upgradable to a longer life battery.,battery,43,50,-1
apple has a reputation and is well known for its easy usage.,usage,54,59,1
Returned laptop for a 3rd repair and it came back with previous problems fixed (except for speaker grill) but the unit started locking up during use and eventually would not operate at all.,speaker grill,91,104,-1
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",MacOSX,52,58,1
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",Windows 7,121,130,1
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",dual-core,89,98,0
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",quad-core,138,147,0
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.","22"" Monitor",25,36,0
"Love the graphics, awesome programs (including Garageband), and really cool default background.",graphics,9,17,1
"Love the graphics, awesome programs (including Garageband), and really cool default background.",programs,27,35,1
"Love the graphics, awesome programs (including Garageband), and really cool default background.",Garageband,47,57,1
"Love the graphics, awesome programs (including Garageband), and really cool default background.",default background,76,94,1
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",Screen,0,6,0
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",keyboard,8,16,0
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",screen,113,119,1
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",island backlit keyboard,132,155,1
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",multi-touch mouse,165,182,1
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",mouse,22,27,0
The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,Windows,59,66,0
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",iWork,17,22,0
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",programs,47,55,0
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",Microsoft Office,121,137,0
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",word processing,60,75,0
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",spreadsheets,77,89,0
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",presentations,95,108,0
"Overall, I experienced a huge change in that my mac runs pretty fast compared to my old PC.",runs,52,56,1
When I got the computer back and realizwed it still was not correct HP told me it was out of warranty and now it was my problem.,warranty,93,101,0
It also came with a built it web cam which is great because I can see an communicate with my family members back home.,built it web cam,20,36,1
Good monitor and performed well.,monitor,5,12,1
Good monitor and performed well.,performed,17,26,1
It was secure and easy to navigate.,navigate,26,34,1
"I was a little weary at purchasing another 13"" macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around.",graphics cards,144,158,1
The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,bluray player,18,31,0
The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,book,36,40,-1
They are by far the easiest systems to actually learn about computers with.,systems,28,35,1
this apple navigates you thru the unexplored world of the internet.,internet,58,66,0
"The video card is great for media, and above average for gaming, but not a gamers first choice.",gaming,57,63,1
"The video card is great for media, and above average for gaming, but not a gamers first choice.",media,28,33,1
"I had of course bought a 3 year warranty, so I sent it in to be replaced and (almost 2 months later) the dv4 is what the sent me as a replacement.",3 year warranty,25,40,0
"Apparently there is a manufacturing defect, something with the amount of thermal paste.",thermal paste,73,86,-1
Despite the claims of the Apple apologists (a vice of which I am recently myself reformed) the internals of Mac laptops are NO different from PCs' at this point.,internals,95,104,-1
Took several hours with customer support before I could even start the PC out of the box.,customer support,24,40,-1
Asus facial recognition doesn't work and windows logon isn't either.,facial recognition,5,23,-1
Asus facial recognition doesn't work and windows logon isn't either.,windows logon,41,54,-1
Windows Vista makes this computer almost unusable for online service.,Windows Vista,0,13,-1
Windows Vista makes this computer almost unusable for online service.,online service,54,68,-1
"I contacted Acer and they are giving me FREE recovery DVDs, so don't go and pay for them, just ask for them and they should give them to you.",recovery DVDs,45,58,1
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,webcam,49,55,0
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,keyboard,64,72,0
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,carry,120,125,1
Can listen to my music and watch my videos with ease and with a great display.,display,70,77,1
"Otherwise, all other features are a 1",features,21,29,0
The performance is awesome.,performance,4,15,1
The display is beyond horrible.,display,4,11,-1
There is hardly any memory on the computer's hard drive.,memory,20,26,-1
There is hardly any memory on the computer's hard drive.,hard drive,45,55,-1
"Actually, I had noticed the one on the sales floor also didn't have sound!",sound,68,73,-1
"Next, most Acer laptop fans are on the bottom which is right on your laptop.",fans,23,27,0
the laptop preformed pretty well.,preformed,11,20,1
I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.,system,98,104,0
I loved the netbook (minus the fact that it was windows OS) until this started happening.,windows OS,48,58,-1
"The minute you fire it up it's all good, very easy user interface.",user interface,51,65,1
  I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,warrenty,168,176,-1
"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",iDVD,12,16,1
"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",program,20,27,1
"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",program,127,134,1
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,hard drive,20,30,0
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,battery,35,42,-1
"I love the easy to see screen, and It works well for work, persoal or just play.",screen,23,29,1
"I love the easy to see screen, and It works well for work, persoal or just play.",works,38,43,1
"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",word processing,66,81,0
"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",surfing,41,48,0
the mouse pad and buttons are the worst i've ever seen.,mouse pad,4,13,-1
the mouse pad and buttons are the worst i've ever seen.,buttons,18,25,-1
Awesome graphics!,graphics,8,16,1
It really is perfect for work and play.,play,34,38,1
It really is perfect for work and play.,work,25,29,1
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",Intel i processors,73,91,-1
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",edge,119,123,-1
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",edges,129,134,-1
One drawback I noticed was sound quality via USB.,sound quality via USB,27,48,-1
"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",battery life,4,16,-1
"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",warranty,132,140,-1
"I have had another Mac, but it got slow due to an older operating system.",operating system,56,72,-1
"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",Windows XP drivers,48,66,-1
"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",sound card,75,85,-1
"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",Windows 7,121,130,1
"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",features,74,82,1
"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",budget,59,65,1
"Was disappointed to find out that the model had been discontinued, apparently because of known motherboard problems.",motherboard,95,106,-1
"Also the speakers are not very loud, But it is a netbook.",speakers,9,17,-1
LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,PRICE,27,32,1
Just a black screen!,screen,13,19,-1
A key contributor that led me to Mac is the art aspect.,art aspect,44,54,1
"Eventually my battery wouldn't charge, so unless I had it plugged in it wouldn't even power on.",battery,14,21,-1
"Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.",surfing,90,97,1
My first problem was with the pre-loaded Norton Firewall/Security program.,pre-loaded Norton Firewall/Security program,30,73,-1
"I had a USB connect but, i can't use it because it is not compatible.",USB connect,8,19,-1
"Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard drive crashed.",hard drive,117,127,-1
"I know that everyone thinks Macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that Best Buy offers).",expense,97,104,-1
I love the multi-touch trackpad.,multi-touch trackpad,11,31,1
HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,extended warranties,33,52,-1
HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,cost,60,64,-1
"Not too much ""junk"" software to remove.",software,20,28,1
System is loosing about 20% of performance because of that.,performance,31,42,-1
System is loosing about 20% of performance because of that.,System,0,6,-1
"It is easy to use, good quality and good price.",quality,24,31,1
"It is easy to use, good quality and good price.",price,41,46,1
"It is easy to use, good quality and good price.",use,14,17,1
"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",Apple keyboard,22,36,0
"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",PC's keyboard,44,57,0
The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,extended warranty,4,21,0
"Only issue is that it is a little slow, and I'm fixing that by adding more RAM.",RAM,75,78,0
"  The hard drive crashed as well, and I had to buy a new  power cord.",hard drive,6,16,-1
"  The hard drive crashed as well, and I had to buy a new  power cord.",power cord,58,68,-1
Another issue I have with it is the battery.,battery,36,43,-1
"After 2 months of complaints, Asus finally sent the right power supply to my techies.",power supply,58,70,0
"After 2 months of complaints, Asus finally sent the right power supply to my techies.",techies,77,84,0
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",Sony Sonic Stage software,24,49,0
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",speakers,55,63,1
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",subwoofer,72,81,1
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",extended life battery,186,207,0
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",Docking port,216,228,0
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",bluetooth mouse,120,135,0
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",bluetooth enabled,154,171,-1
"My MacBook Pro works like a dream, it has never overheated, or even been slightly warm for that matter.",works,15,20,1
PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,Keynote,86,93,0
PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,Powerpoint program,17,35,0
"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",size,34,38,1
"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",size,147,151,1
"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",browser,78,85,0
"Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.",carry,8,13,1
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,9,17,-1
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,229,237,-1
"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",programs,142,150,-1
"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",drivers,155,162,-1
Love that it doesn't take up space like a regular computer.,space,29,34,1
Asked the customer service rep.,customer service rep,10,30,0
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",genius bar staff,58,74,-1
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",fan,102,105,0
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",boot up,109,116,0
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",Mouse Cable,16,27,-1
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",mouse,87,92,-1
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",RAM slots,3,12,0
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",HDD Bays,16,24,0
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",16GB RAM support,27,43,0
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",Wireless,48,56,1
I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,ASUS TECH SUPPORT,39,56,-1
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen,92,98,-1
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen,154,160,-1
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",display,180,187,-1
"the mouse on the pad, the left button always sticks.",mouse on the pad,4,20,0
"the mouse on the pad, the left button always sticks.",left button,26,37,-1
  i have tried to charge on different batteries with no luck.,batteries,38,47,-1
"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",battery life,84,96,1
"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.",built in tools,11,25,0
"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.",iTunes,33,39,1
the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,size,4,8,1
True quality at a great price!,quality,5,12,1
True quality at a great price!,price,24,29,1
Not easy to carry.,carry,12,17,-1
The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,programs,4,12,1
The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,Leopard running system,41,63,0
"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",LG service center,34,51,-1
"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",service center,107,121,-1
"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",service,75,82,-1
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,Material,4,12,1
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,Specs,68,73,-1
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,performs,92,100,1
"After doing extensive research, macconnection had the lowest price on the 15"" MBP i5.",price,61,66,1
I am ADDICTED to photo booth!,photo booth,17,28,1
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",operating system,4,20,1
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",user interface,25,39,1
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",multi-touch track pad,73,94,1
Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,Hard disk,0,9,0
Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,hard disk space,44,59,1
Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,internal hard disk,126,144,0
It is extremely portable and easily connects to WIFI at the library and elsewhere.,connects to WIFI,36,52,1
"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",applications,41,53,1
"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",windows,86,93,-1
And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,screen,8,14,1
And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,gaming,90,96,1
"  I considered I may have too much on the computer, but after looking, there was plenty of space and that is not the issue.",space,91,96,1
  i must keep it plugged in at all times because it will not keep a charge for longer than four minutes.,charge,68,74,-1
"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",power adapter,64,77,-1
"I saw walmart had the same computer for about $650 but still knowing what I know now,I would not buy it at that price.",price,112,117,-1
